date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,week,day
2013-04-05,11310,Friday,7,4,2013,d_798,No Event,No Event,No Event,No Event,1,1,1,14,5
2013-04-06,11311,Saturday,1,4,2013,d_799,No Event,No Event,No Event,No Event,1,1,1,14,6
2013-04-07,11311,Sunday,2,4,2013,d_800,No Event,No Event,No Event,No Event,1,1,0,14,7
2013-04-08,11311,Monday,3,4,2013,d_801,No Event,No Event,No Event,No Event,1,0,1,15,8
2013-04-09,11311,Tuesday,4,4,2013,d_802,No Event,No Event,No Event,No Event,1,1,1,15,9
2013-04-10,11311,Wednesday,5,4,2013,d_803,No Event,No Event,No Event,No Event,1,0,0,15,10
2013-04-11,11311,Thursday,6,4,2013,d_804,No Event,No Event,No Event,No Event,0,1,1,15,11
2013-04-12,11311,Friday,7,4,2013,d_805,No Event,No Event,No Event,No Event,0,1,1,15,12
2013-04-13,11312,Saturday,1,4,2013,d_806,No Event,No Event,No Event,No Event,0,1,0,15,13
2013-04-14,11312,Sunday,2,4,2013,d_807,No Event,No Event,No Event,No Event,0,0,1,15,14
2013-04-15,11312,Monday,3,4,2013,d_808,No Event,No Event,No Event,No Event,0,1,1,16,15
2013-04-16,11312,Tuesday,4,4,2013,d_809,No Event,No Event,No Event,No Event,0,0,0,16,16
2013-04-17,11312,Wednesday,5,4,2013,d_810,No Event,No Event,No Event,No Event,0,0,0,16,17
2013-04-18,11312,Thursday,6,4,2013,d_811,No Event,No Event,No Event,No Event,0,0,0,16,18
2013-04-19,11312,Friday,7,4,2013,d_812,No Event,No Event,No Event,No Event,0,0,0,16,19
2013-04-20,11313,Saturday,1,4,2013,d_813,No Event,No Event,No Event,No Event,0,0,0,16,20
2013-04-21,11313,Sunday,2,4,2013,d_814,No Event,No Event,No Event,No Event,0,0,0,16,21
2013-04-22,11313,Monday,3,4,2013,d_815,No Event,No Event,No Event,No Event,0,0,0,17,22
2013-04-23,11313,Tuesday,4,4,2013,d_816,No Event,No Event,No Event,No Event,0,0,0,17,23
2013-04-24,11313,Wednesday,5,4,2013,d_817,No Event,No Event,No Event,No Event,0,0,0,17,24
2013-04-25,11313,Thursday,6,4,2013,d_818,No Event,No Event,No Event,No Event,0,0,0,17,25
2013-04-26,11313,Friday,7,4,2013,d_819,No Event,No Event,No Event,No Event,0,0,0,17,26
2013-04-27,11314,Saturday,1,4,2013,d_820,No Event,No Event,No Event,No Event,0,0,0,17,27
2013-04-28,11314,Sunday,2,4,2013,d_821,No Event,No Event,No Event,No Event,0,0,0,17,28
2013-04-29,11314,Monday,3,4,2013,d_822,No Event,No Event,No Event,No Event,0,0,0,18,29
2013-04-30,11314,Tuesday,4,4,2013,d_823,No Event,No Event,No Event,No Event,0,0,0,18,30
2013-05-01,11314,Wednesday,5,5,2013,d_824,No Event,No Event,No Event,No Event,1,1,0,18,1
2013-05-02,11314,Thursday,6,5,2013,d_825,No Event,No Event,No Event,No Event,1,0,1,18,2
2013-05-03,11314,Friday,7,5,2013,d_826,No Event,No Event,No Event,No Event,1,1,1,18,3
2013-05-04,11315,Saturday,1,5,2013,d_827,No Event,No Event,No Event,No Event,1,0,0,18,4
2013-05-05,11315,Sunday,2,5,2013,d_828,OrthodoxEaster,Religious,Cinco De Mayo,Cultural,1,1,1,18,5
2013-05-06,11315,Monday,3,5,2013,d_829,No Event,No Event,No Event,No Event,1,1,1,19,6
2013-05-07,11315,Tuesday,4,5,2013,d_830,No Event,No Event,No Event,No Event,1,1,0,19,7
2013-05-08,11315,Wednesday,5,5,2013,d_831,No Event,No Event,No Event,No Event,1,0,1,19,8
2013-05-09,11315,Thursday,6,5,2013,d_832,No Event,No Event,No Event,No Event,1,1,1,19,9
2013-05-10,11315,Friday,7,5,2013,d_833,No Event,No Event,No Event,No Event,1,0,0,19,10
2013-05-11,11316,Saturday,1,5,2013,d_834,No Event,No Event,No Event,No Event,0,1,1,19,11
2013-05-12,11316,Sunday,2,5,2013,d_835,Mother's day,Cultural,No Event,No Event,0,1,1,19,12
2013-05-13,11316,Monday,3,5,2013,d_836,No Event,No Event,No Event,No Event,0,1,0,20,13
2013-05-14,11316,Tuesday,4,5,2013,d_837,No Event,No Event,No Event,No Event,0,0,1,20,14
2013-05-15,11316,Wednesday,5,5,2013,d_838,No Event,No Event,No Event,No Event,0,1,1,20,15
2013-05-16,11316,Thursday,6,5,2013,d_839,No Event,No Event,No Event,No Event,0,0,0,20,16
2013-05-17,11316,Friday,7,5,2013,d_840,No Event,No Event,No Event,No Event,0,0,0,20,17
2013-05-18,11317,Saturday,1,5,2013,d_841,No Event,No Event,No Event,No Event,0,0,0,20,18
2013-05-19,11317,Sunday,2,5,2013,d_842,No Event,No Event,No Event,No Event,0,0,0,20,19
2013-05-20,11317,Monday,3,5,2013,d_843,No Event,No Event,No Event,No Event,0,0,0,21,20
2013-05-21,11317,Tuesday,4,5,2013,d_844,No Event,No Event,No Event,No Event,0,0,0,21,21
2013-05-22,11317,Wednesday,5,5,2013,d_845,No Event,No Event,No Event,No Event,0,0,0,21,22
2013-05-23,11317,Thursday,6,5,2013,d_846,No Event,No Event,No Event,No Event,0,0,0,21,23
2013-05-24,11317,Friday,7,5,2013,d_847,No Event,No Event,No Event,No Event,0,0,0,21,24
2013-05-25,11318,Saturday,1,5,2013,d_848,No Event,No Event,No Event,No Event,0,0,0,21,25
2013-05-26,11318,Sunday,2,5,2013,d_849,No Event,No Event,No Event,No Event,0,0,0,21,26
2013-05-27,11318,Monday,3,5,2013,d_850,MemorialDay,National,No Event,No Event,0,0,0,22,27
2013-05-28,11318,Tuesday,4,5,2013,d_851,No Event,No Event,No Event,No Event,0,0,0,22,28
2013-05-29,11318,Wednesday,5,5,2013,d_852,No Event,No Event,No Event,No Event,0,0,0,22,29
2013-05-30,11318,Thursday,6,5,2013,d_853,No Event,No Event,No Event,No Event,0,0,0,22,30
2013-05-31,11318,Friday,7,5,2013,d_854,No Event,No Event,No Event,No Event,0,0,0,22,31
2013-06-01,11319,Saturday,1,6,2013,d_855,No Event,No Event,No Event,No Event,1,1,0,22,1
2013-06-02,11319,Sunday,2,6,2013,d_856,No Event,No Event,No Event,No Event,1,0,1,22,2
2013-06-03,11319,Monday,3,6,2013,d_857,No Event,No Event,No Event,No Event,1,1,1,23,3
2013-06-04,11319,Tuesday,4,6,2013,d_858,No Event,No Event,No Event,No Event,1,0,0,23,4
2013-06-05,11319,Wednesday,5,6,2013,d_859,No Event,No Event,No Event,No Event,1,1,1,23,5
2013-06-06,11319,Thursday,6,6,2013,d_860,NBAFinalsStart,Sporting,No Event,No Event,1,1,1,23,6
2013-06-07,11319,Friday,7,6,2013,d_861,No Event,No Event,No Event,No Event,1,1,0,23,7
2013-06-08,11320,Saturday,1,6,2013,d_862,No Event,No Event,No Event,No Event,1,0,1,23,8
2013-06-09,11320,Sunday,2,6,2013,d_863,No Event,No Event,No Event,No Event,1,1,1,23,9
2013-06-10,11320,Monday,3,6,2013,d_864,No Event,No Event,No Event,No Event,1,0,0,24,10
2013-06-11,11320,Tuesday,4,6,2013,d_865,No Event,No Event,No Event,No Event,0,1,1,24,11
2013-06-12,11320,Wednesday,5,6,2013,d_866,No Event,No Event,No Event,No Event,0,1,1,24,12
2013-06-13,11320,Thursday,6,6,2013,d_867,No Event,No Event,No Event,No Event,0,1,0,24,13
2013-06-14,11320,Friday,7,6,2013,d_868,No Event,No Event,No Event,No Event,0,0,1,24,14
2013-06-15,11321,Saturday,1,6,2013,d_869,No Event,No Event,No Event,No Event,0,1,1,24,15
2013-06-16,11321,Sunday,2,6,2013,d_870,Father's day,Cultural,No Event,No Event,0,0,0,24,16
2013-06-17,11321,Monday,3,6,2013,d_871,No Event,No Event,No Event,No Event,0,0,0,25,17
2013-06-18,11321,Tuesday,4,6,2013,d_872,No Event,No Event,No Event,No Event,0,0,0,25,18
2013-06-19,11321,Wednesday,5,6,2013,d_873,No Event,No Event,No Event,No Event,0,0,0,25,19
2013-06-20,11321,Thursday,6,6,2013,d_874,NBAFinalsEnd,Sporting,No Event,No Event,0,0,0,25,20
2013-06-21,11321,Friday,7,6,2013,d_875,No Event,No Event,No Event,No Event,0,0,0,25,21
2013-06-22,11322,Saturday,1,6,2013,d_876,No Event,No Event,No Event,No Event,0,0,0,25,22
2013-06-23,11322,Sunday,2,6,2013,d_877,No Event,No Event,No Event,No Event,0,0,0,25,23
2013-06-24,11322,Monday,3,6,2013,d_878,No Event,No Event,No Event,No Event,0,0,0,26,24
2013-06-25,11322,Tuesday,4,6,2013,d_879,No Event,No Event,No Event,No Event,0,0,0,26,25
2013-06-26,11322,Wednesday,5,6,2013,d_880,No Event,No Event,No Event,No Event,0,0,0,26,26
2013-06-27,11322,Thursday,6,6,2013,d_881,No Event,No Event,No Event,No Event,0,0,0,26,27
2013-06-28,11322,Friday,7,6,2013,d_882,No Event,No Event,No Event,No Event,0,0,0,26,28
2013-06-29,11323,Saturday,1,6,2013,d_883,No Event,No Event,No Event,No Event,0,0,0,26,29
2013-06-30,11323,Sunday,2,6,2013,d_884,No Event,No Event,No Event,No Event,0,0,0,26,30
2013-07-01,11323,Monday,3,7,2013,d_885,No Event,No Event,No Event,No Event,1,1,0,27,1
2013-07-02,11323,Tuesday,4,7,2013,d_886,No Event,No Event,No Event,No Event,1,0,1,27,2
2013-07-03,11323,Wednesday,5,7,2013,d_887,No Event,No Event,No Event,No Event,1,1,1,27,3
2013-07-04,11323,Thursday,6,7,2013,d_888,IndependenceDay,National,No Event,No Event,1,0,0,27,4
2013-07-05,11323,Friday,7,7,2013,d_889,No Event,No Event,No Event,No Event,1,1,1,27,5
2013-07-06,11324,Saturday,1,7,2013,d_890,No Event,No Event,No Event,No Event,1,1,1,27,6
2013-07-07,11324,Sunday,2,7,2013,d_891,No Event,No Event,No Event,No Event,1,1,0,27,7
2013-07-08,11324,Monday,3,7,2013,d_892,No Event,No Event,No Event,No Event,1,0,1,28,8
2013-07-09,11324,Tuesday,4,7,2013,d_893,Ramadan starts,Religious,No Event,No Event,1,1,1,28,9
2013-07-10,11324,Wednesday,5,7,2013,d_894,No Event,No Event,No Event,No Event,1,0,0,28,10
2013-07-11,11324,Thursday,6,7,2013,d_895,No Event,No Event,No Event,No Event,0,1,1,28,11
2013-07-12,11324,Friday,7,7,2013,d_896,No Event,No Event,No Event,No Event,0,1,1,28,12
2013-07-13,11325,Saturday,1,7,2013,d_897,No Event,No Event,No Event,No Event,0,1,0,28,13
2013-07-14,11325,Sunday,2,7,2013,d_898,No Event,No Event,No Event,No Event,0,0,1,28,14
2013-07-15,11325,Monday,3,7,2013,d_899,No Event,No Event,No Event,No Event,0,1,1,29,15
2013-07-16,11325,Tuesday,4,7,2013,d_900,No Event,No Event,No Event,No Event,0,0,0,29,16
2013-07-17,11325,Wednesday,5,7,2013,d_901,No Event,No Event,No Event,No Event,0,0,0,29,17
2013-07-18,11325,Thursday,6,7,2013,d_902,No Event,No Event,No Event,No Event,0,0,0,29,18
2013-07-19,11325,Friday,7,7,2013,d_903,No Event,No Event,No Event,No Event,0,0,0,29,19
2013-07-20,11326,Saturday,1,7,2013,d_904,No Event,No Event,No Event,No Event,0,0,0,29,20
2013-07-21,11326,Sunday,2,7,2013,d_905,No Event,No Event,No Event,No Event,0,0,0,29,21
2013-07-22,11326,Monday,3,7,2013,d_906,No Event,No Event,No Event,No Event,0,0,0,30,22
2013-07-23,11326,Tuesday,4,7,2013,d_907,No Event,No Event,No Event,No Event,0,0,0,30,23
2013-07-24,11326,Wednesday,5,7,2013,d_908,No Event,No Event,No Event,No Event,0,0,0,30,24
2013-07-25,11326,Thursday,6,7,2013,d_909,No Event,No Event,No Event,No Event,0,0,0,30,25
2013-07-26,11326,Friday,7,7,2013,d_910,No Event,No Event,No Event,No Event,0,0,0,30,26
2013-07-27,11327,Saturday,1,7,2013,d_911,No Event,No Event,No Event,No Event,0,0,0,30,27
2013-07-28,11327,Sunday,2,7,2013,d_912,No Event,No Event,No Event,No Event,0,0,0,30,28
2013-07-29,11327,Monday,3,7,2013,d_913,No Event,No Event,No Event,No Event,0,0,0,31,29
2013-07-30,11327,Tuesday,4,7,2013,d_914,No Event,No Event,No Event,No Event,0,0,0,31,30
2013-07-31,11327,Wednesday,5,7,2013,d_915,No Event,No Event,No Event,No Event,0,0,0,31,31
2013-08-01,11327,Thursday,6,8,2013,d_916,No Event,No Event,No Event,No Event,1,1,0,31,1
2013-08-02,11327,Friday,7,8,2013,d_917,No Event,No Event,No Event,No Event,1,0,1,31,2
2013-08-03,11328,Saturday,1,8,2013,d_918,No Event,No Event,No Event,No Event,1,1,1,31,3
2013-08-04,11328,Sunday,2,8,2013,d_919,No Event,No Event,No Event,No Event,1,0,0,31,4
2013-08-05,11328,Monday,3,8,2013,d_920,No Event,No Event,No Event,No Event,1,1,1,32,5
2013-08-06,11328,Tuesday,4,8,2013,d_921,No Event,No Event,No Event,No Event,1,1,1,32,6
2013-08-07,11328,Wednesday,5,8,2013,d_922,No Event,No Event,No Event,No Event,1,1,0,32,7
2013-08-08,11328,Thursday,6,8,2013,d_923,Eid al-Fitr,Religious,No Event,No Event,1,0,1,32,8
2013-08-09,11328,Friday,7,8,2013,d_924,No Event,No Event,No Event,No Event,1,1,1,32,9
2013-08-10,11329,Saturday,1,8,2013,d_925,No Event,No Event,No Event,No Event,1,0,0,32,10
2013-08-11,11329,Sunday,2,8,2013,d_926,No Event,No Event,No Event,No Event,0,1,1,32,11
2013-08-12,11329,Monday,3,8,2013,d_927,No Event,No Event,No Event,No Event,0,1,1,33,12
2013-08-13,11329,Tuesday,4,8,2013,d_928,No Event,No Event,No Event,No Event,0,1,0,33,13
2013-08-14,11329,Wednesday,5,8,2013,d_929,No Event,No Event,No Event,No Event,0,0,1,33,14
2013-08-15,11329,Thursday,6,8,2013,d_930,No Event,No Event,No Event,No Event,0,1,1,33,15
2013-08-16,11329,Friday,7,8,2013,d_931,No Event,No Event,No Event,No Event,0,0,0,33,16
2013-08-17,11330,Saturday,1,8,2013,d_932,No Event,No Event,No Event,No Event,0,0,0,33,17
2013-08-18,11330,Sunday,2,8,2013,d_933,No Event,No Event,No Event,No Event,0,0,0,33,18
2013-08-19,11330,Monday,3,8,2013,d_934,No Event,No Event,No Event,No Event,0,0,0,34,19
2013-08-20,11330,Tuesday,4,8,2013,d_935,No Event,No Event,No Event,No Event,0,0,0,34,20
2013-08-21,11330,Wednesday,5,8,2013,d_936,No Event,No Event,No Event,No Event,0,0,0,34,21
2013-08-22,11330,Thursday,6,8,2013,d_937,No Event,No Event,No Event,No Event,0,0,0,34,22
2013-08-23,11330,Friday,7,8,2013,d_938,No Event,No Event,No Event,No Event,0,0,0,34,23
2013-08-24,11331,Saturday,1,8,2013,d_939,No Event,No Event,No Event,No Event,0,0,0,34,24
2013-08-25,11331,Sunday,2,8,2013,d_940,No Event,No Event,No Event,No Event,0,0,0,34,25
2013-08-26,11331,Monday,3,8,2013,d_941,No Event,No Event,No Event,No Event,0,0,0,35,26
2013-08-27,11331,Tuesday,4,8,2013,d_942,No Event,No Event,No Event,No Event,0,0,0,35,27
2013-08-28,11331,Wednesday,5,8,2013,d_943,No Event,No Event,No Event,No Event,0,0,0,35,28
2013-08-29,11331,Thursday,6,8,2013,d_944,No Event,No Event,No Event,No Event,0,0,0,35,29
2013-08-30,11331,Friday,7,8,2013,d_945,No Event,No Event,No Event,No Event,0,0,0,35,30
2013-08-31,11332,Saturday,1,8,2013,d_946,No Event,No Event,No Event,No Event,0,0,0,35,31
2013-09-01,11332,Sunday,2,9,2013,d_947,No Event,No Event,No Event,No Event,1,1,0,35,1
2013-09-02,11332,Monday,3,9,2013,d_948,LaborDay,National,No Event,No Event,1,0,1,36,2
2013-09-03,11332,Tuesday,4,9,2013,d_949,No Event,No Event,No Event,No Event,1,1,1,36,3
2013-09-04,11332,Wednesday,5,9,2013,d_950,No Event,No Event,No Event,No Event,1,0,0,36,4
2013-09-05,11332,Thursday,6,9,2013,d_951,No Event,No Event,No Event,No Event,1,1,1,36,5
2013-09-06,11332,Friday,7,9,2013,d_952,No Event,No Event,No Event,No Event,1,1,1,36,6
2013-09-07,11333,Saturday,1,9,2013,d_953,No Event,No Event,No Event,No Event,1,1,0,36,7
2013-09-08,11333,Sunday,2,9,2013,d_954,No Event,No Event,No Event,No Event,1,0,1,36,8
2013-09-09,11333,Monday,3,9,2013,d_955,No Event,No Event,No Event,No Event,1,1,1,37,9
2013-09-10,11333,Tuesday,4,9,2013,d_956,No Event,No Event,No Event,No Event,1,0,0,37,10
2013-09-11,11333,Wednesday,5,9,2013,d_957,No Event,No Event,No Event,No Event,0,1,1,37,11
2013-09-12,11333,Thursday,6,9,2013,d_958,No Event,No Event,No Event,No Event,0,1,1,37,12
2013-09-13,11333,Friday,7,9,2013,d_959,No Event,No Event,No Event,No Event,0,1,0,37,13
2013-09-14,11334,Saturday,1,9,2013,d_960,No Event,No Event,No Event,No Event,0,0,1,37,14
2013-09-15,11334,Sunday,2,9,2013,d_961,No Event,No Event,No Event,No Event,0,1,1,37,15
2013-09-16,11334,Monday,3,9,2013,d_962,No Event,No Event,No Event,No Event,0,0,0,38,16
2013-09-17,11334,Tuesday,4,9,2013,d_963,No Event,No Event,No Event,No Event,0,0,0,38,17
2013-09-18,11334,Wednesday,5,9,2013,d_964,No Event,No Event,No Event,No Event,0,0,0,38,18
2013-09-19,11334,Thursday,6,9,2013,d_965,No Event,No Event,No Event,No Event,0,0,0,38,19
2013-09-20,11334,Friday,7,9,2013,d_966,No Event,No Event,No Event,No Event,0,0,0,38,20
2013-09-21,11335,Saturday,1,9,2013,d_967,No Event,No Event,No Event,No Event,0,0,0,38,21
2013-09-22,11335,Sunday,2,9,2013,d_968,No Event,No Event,No Event,No Event,0,0,0,38,22
2013-09-23,11335,Monday,3,9,2013,d_969,No Event,No Event,No Event,No Event,0,0,0,39,23
2013-09-24,11335,Tuesday,4,9,2013,d_970,No Event,No Event,No Event,No Event,0,0,0,39,24
2013-09-25,11335,Wednesday,5,9,2013,d_971,No Event,No Event,No Event,No Event,0,0,0,39,25
2013-09-26,11335,Thursday,6,9,2013,d_972,No Event,No Event,No Event,No Event,0,0,0,39,26
2013-09-27,11335,Friday,7,9,2013,d_973,No Event,No Event,No Event,No Event,0,0,0,39,27
2013-09-28,11336,Saturday,1,9,2013,d_974,No Event,No Event,No Event,No Event,0,0,0,39,28
2013-09-29,11336,Sunday,2,9,2013,d_975,No Event,No Event,No Event,No Event,0,0,0,39,29
2013-09-30,11336,Monday,3,9,2013,d_976,No Event,No Event,No Event,No Event,0,0,0,40,30
2013-10-01,11336,Tuesday,4,10,2013,d_977,No Event,No Event,No Event,No Event,1,1,0,40,1
2013-10-02,11336,Wednesday,5,10,2013,d_978,No Event,No Event,No Event,No Event,1,0,1,40,2
2013-10-03,11336,Thursday,6,10,2013,d_979,No Event,No Event,No Event,No Event,1,1,1,40,3
2013-10-04,11336,Friday,7,10,2013,d_980,No Event,No Event,No Event,No Event,1,0,0,40,4
2013-10-05,11337,Saturday,1,10,2013,d_981,No Event,No Event,No Event,No Event,1,1,1,40,5
2013-10-06,11337,Sunday,2,10,2013,d_982,No Event,No Event,No Event,No Event,1,1,1,40,6
2013-10-07,11337,Monday,3,10,2013,d_983,No Event,No Event,No Event,No Event,1,1,0,41,7
2013-10-08,11337,Tuesday,4,10,2013,d_984,No Event,No Event,No Event,No Event,1,0,1,41,8
2013-10-09,11337,Wednesday,5,10,2013,d_985,No Event,No Event,No Event,No Event,1,1,1,41,9
2013-10-10,11337,Thursday,6,10,2013,d_986,No Event,No Event,No Event,No Event,1,0,0,41,10
2013-10-11,11337,Friday,7,10,2013,d_987,No Event,No Event,No Event,No Event,0,1,1,41,11
2013-10-12,11338,Saturday,1,10,2013,d_988,No Event,No Event,No Event,No Event,0,1,1,41,12
2013-10-13,11338,Sunday,2,10,2013,d_989,No Event,No Event,No Event,No Event,0,1,0,41,13
2013-10-14,11338,Monday,3,10,2013,d_990,ColumbusDay,National,No Event,No Event,0,0,1,42,14
2013-10-15,11338,Tuesday,4,10,2013,d_991,EidAlAdha,Religious,No Event,No Event,0,1,1,42,15
2013-10-16,11338,Wednesday,5,10,2013,d_992,No Event,No Event,No Event,No Event,0,0,0,42,16
2013-10-17,11338,Thursday,6,10,2013,d_993,No Event,No Event,No Event,No Event,0,0,0,42,17
2013-10-18,11338,Friday,7,10,2013,d_994,No Event,No Event,No Event,No Event,0,0,0,42,18
2013-10-19,11339,Saturday,1,10,2013,d_995,No Event,No Event,No Event,No Event,0,0,0,42,19
2013-10-20,11339,Sunday,2,10,2013,d_996,No Event,No Event,No Event,No Event,0,0,0,42,20
2013-10-21,11339,Monday,3,10,2013,d_997,No Event,No Event,No Event,No Event,0,0,0,43,21
2013-10-22,11339,Tuesday,4,10,2013,d_998,No Event,No Event,No Event,No Event,0,0,0,43,22
2013-10-23,11339,Wednesday,5,10,2013,d_999,No Event,No Event,No Event,No Event,0,0,0,43,23
2013-10-24,11339,Thursday,6,10,2013,d_1000,No Event,No Event,No Event,No Event,0,0,0,43,24
2013-10-25,11339,Friday,7,10,2013,d_1001,No Event,No Event,No Event,No Event,0,0,0,43,25
2013-10-26,11340,Saturday,1,10,2013,d_1002,No Event,No Event,No Event,No Event,0,0,0,43,26
2013-10-27,11340,Sunday,2,10,2013,d_1003,No Event,No Event,No Event,No Event,0,0,0,43,27
2013-10-28,11340,Monday,3,10,2013,d_1004,No Event,No Event,No Event,No Event,0,0,0,44,28
2013-10-29,11340,Tuesday,4,10,2013,d_1005,No Event,No Event,No Event,No Event,0,0,0,44,29
2013-10-30,11340,Wednesday,5,10,2013,d_1006,No Event,No Event,No Event,No Event,0,0,0,44,30
2013-10-31,11340,Thursday,6,10,2013,d_1007,Halloween,Cultural,No Event,No Event,0,0,0,44,31
2013-11-01,11340,Friday,7,11,2013,d_1008,No Event,No Event,No Event,No Event,1,1,0,44,1
2013-11-02,11341,Saturday,1,11,2013,d_1009,No Event,No Event,No Event,No Event,1,0,1,44,2
2013-11-03,11341,Sunday,2,11,2013,d_1010,No Event,No Event,No Event,No Event,1,1,1,44,3
2013-11-04,11341,Monday,3,11,2013,d_1011,No Event,No Event,No Event,No Event,1,0,0,45,4
2013-11-05,11341,Tuesday,4,11,2013,d_1012,No Event,No Event,No Event,No Event,1,1,1,45,5
2013-11-06,11341,Wednesday,5,11,2013,d_1013,No Event,No Event,No Event,No Event,1,1,1,45,6
2013-11-07,11341,Thursday,6,11,2013,d_1014,No Event,No Event,No Event,No Event,1,1,0,45,7
2013-11-08,11341,Friday,7,11,2013,d_1015,No Event,No Event,No Event,No Event,1,0,1,45,8
2013-11-09,11342,Saturday,1,11,2013,d_1016,No Event,No Event,No Event,No Event,1,1,1,45,9
2013-11-10,11342,Sunday,2,11,2013,d_1017,No Event,No Event,No Event,No Event,1,0,0,45,10
2013-11-11,11342,Monday,3,11,2013,d_1018,VeteransDay,National,No Event,No Event,0,1,1,46,11
2013-11-12,11342,Tuesday,4,11,2013,d_1019,No Event,No Event,No Event,No Event,0,1,1,46,12
2013-11-13,11342,Wednesday,5,11,2013,d_1020,No Event,No Event,No Event,No Event,0,1,0,46,13
2013-11-14,11342,Thursday,6,11,2013,d_1021,No Event,No Event,No Event,No Event,0,0,1,46,14
2013-11-15,11342,Friday,7,11,2013,d_1022,No Event,No Event,No Event,No Event,0,1,1,46,15
2013-11-16,11343,Saturday,1,11,2013,d_1023,No Event,No Event,No Event,No Event,0,0,0,46,16
2013-11-17,11343,Sunday,2,11,2013,d_1024,No Event,No Event,No Event,No Event,0,0,0,46,17
2013-11-18,11343,Monday,3,11,2013,d_1025,No Event,No Event,No Event,No Event,0,0,0,47,18
2013-11-19,11343,Tuesday,4,11,2013,d_1026,No Event,No Event,No Event,No Event,0,0,0,47,19
2013-11-20,11343,Wednesday,5,11,2013,d_1027,No Event,No Event,No Event,No Event,0,0,0,47,20
2013-11-21,11343,Thursday,6,11,2013,d_1028,No Event,No Event,No Event,No Event,0,0,0,47,21
2013-11-22,11343,Friday,7,11,2013,d_1029,No Event,No Event,No Event,No Event,0,0,0,47,22
2013-11-23,11344,Saturday,1,11,2013,d_1030,No Event,No Event,No Event,No Event,0,0,0,47,23
2013-11-24,11344,Sunday,2,11,2013,d_1031,No Event,No Event,No Event,No Event,0,0,0,47,24
2013-11-25,11344,Monday,3,11,2013,d_1032,No Event,No Event,No Event,No Event,0,0,0,48,25
2013-11-26,11344,Tuesday,4,11,2013,d_1033,No Event,No Event,No Event,No Event,0,0,0,48,26
2013-11-27,11344,Wednesday,5,11,2013,d_1034,No Event,No Event,No Event,No Event,0,0,0,48,27
2013-11-28,11344,Thursday,6,11,2013,d_1035,Thanksgiving,National,No Event,No Event,0,0,0,48,28
2013-11-29,11344,Friday,7,11,2013,d_1036,No Event,No Event,No Event,No Event,0,0,0,48,29
2013-11-30,11345,Saturday,1,11,2013,d_1037,No Event,No Event,No Event,No Event,0,0,0,48,30
2013-12-01,11345,Sunday,2,12,2013,d_1038,No Event,No Event,No Event,No Event,1,1,0,48,1
2013-12-02,11345,Monday,3,12,2013,d_1039,No Event,No Event,No Event,No Event,1,0,1,49,2
2013-12-03,11345,Tuesday,4,12,2013,d_1040,No Event,No Event,No Event,No Event,1,1,1,49,3
2013-12-04,11345,Wednesday,5,12,2013,d_1041,No Event,No Event,No Event,No Event,1,0,0,49,4
2013-12-05,11345,Thursday,6,12,2013,d_1042,Chanukah End,Religious,No Event,No Event,1,1,1,49,5
2013-12-06,11345,Friday,7,12,2013,d_1043,No Event,No Event,No Event,No Event,1,1,1,49,6
2013-12-07,11346,Saturday,1,12,2013,d_1044,No Event,No Event,No Event,No Event,1,1,0,49,7
2013-12-08,11346,Sunday,2,12,2013,d_1045,No Event,No Event,No Event,No Event,1,0,1,49,8
2013-12-09,11346,Monday,3,12,2013,d_1046,No Event,No Event,No Event,No Event,1,1,1,50,9
2013-12-10,11346,Tuesday,4,12,2013,d_1047,No Event,No Event,No Event,No Event,1,0,0,50,10
2013-12-11,11346,Wednesday,5,12,2013,d_1048,No Event,No Event,No Event,No Event,0,1,1,50,11
2013-12-12,11346,Thursday,6,12,2013,d_1049,No Event,No Event,No Event,No Event,0,1,1,50,12
2013-12-13,11346,Friday,7,12,2013,d_1050,No Event,No Event,No Event,No Event,0,1,0,50,13
2013-12-14,11347,Saturday,1,12,2013,d_1051,No Event,No Event,No Event,No Event,0,0,1,50,14
2013-12-15,11347,Sunday,2,12,2013,d_1052,No Event,No Event,No Event,No Event,0,1,1,50,15
2013-12-16,11347,Monday,3,12,2013,d_1053,No Event,No Event,No Event,No Event,0,0,0,51,16
2013-12-17,11347,Tuesday,4,12,2013,d_1054,No Event,No Event,No Event,No Event,0,0,0,51,17
2013-12-18,11347,Wednesday,5,12,2013,d_1055,No Event,No Event,No Event,No Event,0,0,0,51,18
2013-12-19,11347,Thursday,6,12,2013,d_1056,No Event,No Event,No Event,No Event,0,0,0,51,19
2013-12-20,11347,Friday,7,12,2013,d_1057,No Event,No Event,No Event,No Event,0,0,0,51,20
2013-12-21,11348,Saturday,1,12,2013,d_1058,No Event,No Event,No Event,No Event,0,0,0,51,21
2013-12-22,11348,Sunday,2,12,2013,d_1059,No Event,No Event,No Event,No Event,0,0,0,51,22
2013-12-23,11348,Monday,3,12,2013,d_1060,No Event,No Event,No Event,No Event,0,0,0,52,23
2013-12-24,11348,Tuesday,4,12,2013,d_1061,No Event,No Event,No Event,No Event,0,0,0,52,24
2013-12-25,11348,Wednesday,5,12,2013,d_1062,Christmas,National,No Event,No Event,0,0,0,52,25
